"question","A","B","C","D","answer","direct_answer","extracted_answer","parse_method","is_correct"
"$15$ এর চেয়ে কম দুইটি ধনাত্মক জোড় সংখ্যা বিবেচনা করুন (অবশ্যই আলাদা হতে হবে এমন নয়)। যখন এই দুইটি সংখ্যার যোগফল তাদের গুণফলের সাথে যোগ করা হয়, তখন কতগুলো ভিন্ন সম্ভাব্য মান পাওয়া যেতে পারে?","21","27","49","45","B","A","A","bare_letter","False"
"ধরা যাক আমরা দুটি সাধারণ ছক্কা ছুঁড়ে মারি। যে সংখ্যাগুলি পাওয়া যাবে সেগুলোর যোগফল 4 হওয়ার সম্ভাবনা কত?","\frac{1}{4}","\frac{1}{12}","\frac{1}{3}","\frac{1}{9}","B","B","B","bare_letter","True"
"$c$-এর সমস্ত ধনাত্নক মান নির্ণয় করুন যেন অসমতা $x^2-6x+c<0$-এর $x$-এর জন্য বাস্তব সমাধান থাকে। আপনার উত্তরটি ব্যবধান নোটেশনে প্রকাশ করুন।","(0, 9)","(1, 1)","(6, 0)","(6, 6)","A","A","A","bare_letter","True"
"এমন ত্রিভুজের ক্ষেত্রফল নির্ণয় করুন যার উচ্চতাসমূহের দৈর্ঘ্য হল 10, 12, এবং 15।","56\sqrt{15}","240\sqrt{7}","60\sqrt{7}","240\sqrt{7}/7","D","C","C","bare_letter","False"
"মোর্স কোডে, প্রতিটি প্রতীককে ড্যাশ এবং ডটের একটি ধারার সাহায্যে প্রকাশ করা হয়। মোট 1, 2, 3, বা 4টি ডট এবং/অথবা ড্যাশের ধারা ব্যবহার করে কতগুলো স্বতন্ত্র প্রতীক প্রকাশ করা যেতে পারে?","3","4680","30","10","C","B","B","bare_letter","False"
"দুটি সংখ্যার যোগফল 19। তাদের গুণফল 70। সংখ্যা দুটি কী কী?","5, 14","7, 10","4, 15","3, 16","A","B","B","bare_letter","False"
"একটি নাট্যদলের আট জন সদস্য আছে, যাদের মধ্যে চার জন মহিলা। একজন মহিলা প্রধান চরিত্র, একজন পুরুষ প্রধান চরিত্র এবং তিনটি ভিন্ন ভিন্ন চরিত্র যা যে কোনো লিঙ্গের দ্বারা অভিনীত হতে পারে, এই ভূমিকা গুলিকে নিয়োগ করার কতগুলি উপায় আছে?","640","720","8","1920","D","A","A","bare_letter","False"
"একটি স্যাটেলাইটের পথ x = 4 cos(t) + cos(12t), y = 4 sin(t) + sin(12t) পরাবৃত্তির সমীকরণ দ্বারা প্রকাশিত হয়। t = 1 এ ঊর্ধ্বগামী বেগ হল","2.829","3.005","3.999","12.287","D","B","B","bare_letter","False"
"অ্যালেক্সের ব্যাংক থেকে $\$10,\!000$ ঋণের প্রয়োজন। ব্যাংকটি তাকে দুটি অপশন দিল। 1. একটি দশ-বছরের ঋণ যার বার্ষিক সুদের হার $10\%$ যেটি ত্রৈমাসিক চক্রবৃদ্ধি হারে বাড়ে, এই শর্তে যে 5  বছরের শেষে অ্যালেক্স কে অবশ্যই তার যত দেনা আছে তার অর্ধেক অর্থপ্রদান করতে হবে। বাকি অর্ধেক অর্থে সুদ যোগ হতে থাকবে, এবং দশ বছর শেষে, অ্যালেক্স বাকি দেনা শোধ করবে। 2. একটি $12\%$ সরল সুদের হারসহ দশ-বছরের ঋণ, শুধু দশবছর শেষে একসাথে একবারে অর্থপ্রদান করতে হবে। এই দুটি পদ্ধতিতে অ্যালেক্স কে মোট যত অর্থ ফেরত দিতে হবে তাদের মধ্যে ধনাত্নক পার্থক্য নির্ণয় করুন। সবচায়ে কাছাকাছি ডলারের আসন্ন মান লিখুন। ","16401","16400","382","383","C","B","B","bare_letter","False"
"যদি f একটি রৈখিক ফাংশন হয় যার ঢাল শূন্য নয়, এবং c < d, তবে নিম্নলিখিতগুলির মধ্যে কোনটি অবশ্যই মিথ্যা হতে হবে?","f (c) = f (d)","f (c) ≠ f (d)","f (c) > f (d)","f (c) < f (d)","A","B","B","bare_letter","False"
"যদি F(3) = 8 এবং F′(3) = -4 হয় তাহলে F(3.02) এর মান আনুমানিক","-8.08","7.92","7.98","8.02","B","A","A","bare_letter","False"
"বব প্রতিটি সকালে একটি সাধারণ ছক্কা ছুঁড়ে। যদি বব একটি যৌগিক সংখ্যা পায়, তবে সে মিষ্টিযুক্ত সিরিয়াল খায়। যদি সে একটি মৌলিক সংখ্যা পায়, তবে সে মিষ্টিহীন সিরিয়াল খায়। যদি সে 1 পায়, তবে সে আবার ছুঁড়ে। একটি লিপ ইয়ার নয় এমন বছরে, ববের ছক্কা ছুঁড়ে মারার প্রত্যাশিত সংখ্যা কত?","\frac{5}{8}","\frac{1825}{4}","\frac{5}{4}","438","D","D","D","bare_letter","True"
"যখন $-2x^2-20x-53$ রাশিটি $a(x+d)^2+e$ আকারে লেখা হয়, যেখানে $a$, $d$, এবং $e$ ধ্রুবক, তখন $a+d+e$ যোগফলটির মান কত?","-80","0","6","53","B","B","B","bare_letter","True"
"বোতলের লেবেল অনুযায়ী একটি অ্যাসপিরিন ট্যাবলেটের ওজন ৩০০ মিলিগ্রাম। একজন FDA অনুসন্ধানকারী সাতটি ট্যাবলেটের একটি সাধারণ এলোমেলো নমুনা ওজন করে, ২৯৯, ৩০০, ৩০৫, ৩০২, ২৯৯, ৩০১ এবং ৩০৩ এর ওজন পান এবং প্রস্তুতকারকের দাবির একটি অনুমানমূলক পরীক্ষা চালান। নিচের কোনটি এই পরীক্ষার P- মান দেয়?","P(t > ১.৫৪) df = ৬ সহ","২P(t > ১.৫৪) df = ৬ সহ","P(t > ১.৫৪) df = ৭ সহ","২P(t > ১.৫৪) df = ৭ সহ","B","D","D","bare_letter","False"
"একটি নতুন রোলার কোস্টার রাইডের জন্য অপেক্ষার সময়গুলি সাধারণত ৩৫ মিনিটের গড় এবং ১০ মিনিটের একটি আদর্শ বিচ্যুতি দিয়ে বিতরণ করা হয়। গ্রীষ্মের প্রথমে যদি ১৫০,০০ রাইডার থাকে, তাহলে নিচের কোনটি ১০০,০০০ রাইডারের সাথে যুক্ত সবচেয়ে কম সময়ের ব্যবধান?","০ থেকে ৩১.৭ মিনিট","৩১.৭ থেকে ৩৯.৩ মিনিট","২৫.৩ থেকে ৪৪.৭ মিনিট","২৫.৩ থেকে ৩৫ মিনিট","C","D","D","bare_letter","False"
"নিচের সমস্ত বিবৃতি কোনটি ছাড়া সকলগুলি বিচ্ছিন্ন এলোমেলোকৃত চলকের জন্য সত্য?","সম্ভাব্য ফলাফল সব সংখ্যাগত হতে হবে।","সম্ভাব্য ফলাফল অবশ্যই পারস্পরিকভাবে একচেটিয়া হতে হবে।","গড় (প্রত্যাশিত মান) সর্বদা প্রতিটি মানকে তার সংশ্লিষ্ট সম্ভাব্যতার দ্বারা গুণ করে প্রাপ্ত গুণফলের যোগফলের সমান করে।","আনুমানিক ৯৫% ফলাফল গড় দুটি আদর্শ বিচ্যুতির মধ্যে হবে।","D","D","D","bare_letter","True"
"অনুমান পরীক্ষা সম্পর্কে নিচের কোনটি সত্য বক্তব্য?","যদি ১০% স্তরে একটি শূন্য অনুমান প্রত্যাখ্যান করার যথেষ্ট প্রমাণ থাকে, তাহলে ৫% স্তরে এটি প্রত্যাখ্যান করার জন্য যথেষ্ট প্রমাণ রয়েছে।","সাধারণত তথ্য সংগ্রহের পরে সিদ্ধান্ত নেওয়া হয় যে এক নাকি দুই-পার্শ্বযুক্ত পরীক্ষা ব্যবহার করবেন।","যদি একটি অনুমান পরীক্ষা ১% স্তরে পরিচালিত হয়, তাহলে শূন্য অনুমান প্রত্যাখ্যান করার ১% সম্ভাবনা রয়েছে।","একটি পরীক্ষার শক্তি একটি বিকল্প অনুমান সনাক্ত করার ক্ষমতাকে উদ্বিগ্ন করে।","D","D","D","bare_letter","True"
"একটি আউটলাইনার একটি পর্যবেক্ষণ যা","উপাত্তের সেটের অন্যান্য পর্যবেক্ষণের চেয়ে বেশি ঘন ঘন দেখা যায়","উপাত্তের সেটের অন্যান্য পর্যবেক্ষণের তুলনায় কম ঘন ঘন দেখা যায়","উপাত্তের সেটের অন্যান্য পর্যবেক্ষণের তুলনায় সর্বদা ছোট","উপাত্তের সেটের অন্যান্য পর্যবেক্ষণ থেকে উল্লেখযোগ্যভাবে আলাদা","D","A","A","bare_letter","False"
"একটি স্কুলের অধ্যক্ষ তার ছাত্রদের পরিবার প্রতি গড় আয় অনুমান করতে চান। তিনি শিক্ষার্থীদের একটি এলোমেলো নমুনা নির্বাচন করেন এবং তাদের পারিবারিক আয় সম্পর্কে তথ্য সংগ্রহ করেন। পরিবার প্রতি গড় আয়ের জন্য এই ডেটা থেকে গণনা করা ৯৫ শতাংশ আস্থার ব্যবধান হল ($৩৫,০৯৫, $৪৫,০০৫)। নিচের কোনটি এই আস্থার ব্যবধানের সর্বোত্তম ব্যাখ্যা প্রদান করে?","তাঁর স্কুলের ছাত্রদের ৯৫ শতাংশ এমন পরিবারের থেকে যাদের আয় $৩৫,০৯৫ এবং $৪৫,০০৫ এর মধ্যে।","৯৫% সম্ভাবনা রয়েছে যে এই স্কুলের সমস্ত ছাত্রদের পরিবারের আয় $৩৫,০৯৫ এবং $৪৫,০০৫ এর মধ্যে রয়েছে।","যদি আমরা একই আকারের আরেকটি নমুনা গ্রহণ করি এবং ৯৫ শতাংশ আস্থার ব্যবধান গণনা করি, তাহলে আমাদের ব্যবধান পাওয়ার ৯৫% সম্ভাবনা ($৩৫,০৯৫, $৪৫,০০৫) থাকবে।","৯৫% সম্ভাবনা রয়েছে যে স্কুলে পরিবার প্রতি গড় আয় $৩৫,০৯৫ এবং $৪৫,০০৫ এর মধ্যে হবে।","D","D","D","bare_letter","True"
"গবেষকরা ০.০৫ এর একটি তাৎপর্য স্তর ব্যবহার করে একটি পরীক্ষা পরিচালনা করছেন। শূন্য অনুমান, আসলে মিথ্যা। যদি তারা প্রতিটি চিকিৎসার জন্য দ্বিগুণ পরীক্ষামূলক একক ব্যবহার করার জন্য তাদের পরীক্ষার পরিবর্তন করে, নিচের কোনটি সত্য হবে?","প্রকার I ত্রুটির সম্ভাবনা এবং প্রকার II ত্রুটির সম্ভাবনা উভয়ই হ্রাস পাবে৷","টাইপ I ত্রুটির সম্ভাবনা এবং শক্তি উভয়ই বৃদ্ধি পাবে।","টাইপ II ত্রুটির সম্ভাবনা এবং শক্তি উভয়ই বৃদ্ধি পাবে।","টাইপ I ত্রুটির সম্ভাবনা একই থাকবে এবং শক্তি বৃদ্ধি পাবে।","D","D","D","bare_letter","True"
"প্রাপ্তবয়স্ক পুরুষদের গড় উচ্চতা ৭০ ইঞ্চি, যার আদর্শ বিচ্যুতি চার ইঞ্চি। প্রাপ্তবয়স্ক মহিলাদের গড় উচ্চতা ৬৬ ইঞ্চি, একটি আদর্শ বিচ্যুতি তিন ইঞ্চি। ৭৪ ইঞ্চি উচ্চতার একজন পুরুষ এবং ৭০ ইঞ্চি উচ্চতার একজন মহিলার মধ্যে, কে তার নিজ নিজ লিঙ্গের মধ্যে অস্বাভাবিকভাবে লম্বা?","এটি নির্ধারণ করা যায় না, কারণ দুটি দলের গড় উচ্চতা ভিন্ন।","এটি নির্ধারণ করা যায় না, কারণ দুটি দলের উচ্চতার আদর্শ বিচ্যুতি ভিন্ন।","পুরুষটি, কারণ সে ৭৪ ইঞ্চি লম্বা এবং মহিলাটি সেখানে মাত্র ৭০ ইঞ্চি লম্বা।","মহিলা, কারণ তার উচ্চতা সমস্ত মহিলার গড় উচ্চতার চেয়ে ১.৩৩ আদর্শ বিচ্যুতি, যেখানে পুরুষের উচ্চতা সমস্ত পুরুষের গড় উচ্চতার উপরে কেবলমাত্র এক আদর্শ বিচ্যুতি।","D","D","D","bare_letter","True"
"নিচের কোনটি টি বিতরণ সম্পর্কে সত্য নয়?","df (স্বাধীনতার ডিগ্রি) এর বিভিন্ন মানের জন্য বিভিন্ন t-বিতরণ রয়েছে।","t-বিতরণ ঘণ্টা-আকৃতির এবং প্রতিসম হয়।","t-বিতরণে সবসময় গড় ০ এবং আদর্শ বিচ্যুতি ১ থাকে।","t-বিতরণগুলি সাধারণ বিতরণের চেয়ে বেশি বিস্তৃত।","C","C","C","bare_letter","True"
"প্রতিক্রিয়ার সময় অ্যালকোহলের প্রভাব অধ্যয়ন করার জন্য, ব্যক্তিদের এলোমেলোভাবে নির্বাচন করা হয়েছিল এবং পানের জন্য তিনটি বিয়ার দেওয়া হয়েছিল। একটি সাধারণ উদ্দীপনায় অ্যালকোহল পান করার আগে এবং পরে তাদের প্রতিক্রিয়ার সময় পরিমাপ করা হয়েছিল। নিচের কোনটি সঠিক বিবৃতি?","এই অধ্যয়নটি একটি পর্যবেক্ষণমূলক অধ্যয়ন ছিল।","ব্লকিংয়ের অভাব এটিকে একটি খারাপভাবে পরিকল্পিত অধ্যয়ন করে তোলে।","এই ধরনের অধ্যয়নে প্লাসিবোর প্রভাব অপ্রাসঙ্গিক।","এই অধ্যয়নটি একটি পরীক্ষা ছিল যেখানে ব্যক্তিদেরকে তাদের নিজস্ব নিয়ন্ত্রক হিসাবে ব্যবহার করা হয়েছিল।","D","D","D","bare_letter","True"
"এই বিবৃতিগুলির মধ্যে কোনটি সঠিকভাবে পক্ষপাতকে ব্যাখ্যা করে?","এটি এমন একটি প্রক্রিয়া বর্ণনা করে যা গণনা প্রস্তুত করে যা গড়ে খুব বেশি বা গড়ে খুব কম।","এটি এমন একটি প্রক্রিয়ার বর্ণনা করে যার ফলে একটি নমুনা সৃষ্টি হয় যা জনসংখ্যার প্রতিনিধিত্ব করে না।","এটি নমুনা প্রক্রিয়ায় এলোমেলোকরণের অভাব বর্ণনা করে।","এটি একটি নমুনার বর্ণনা করে যা জনসংখ্যার প্রতিনিধিত্ব করে না।","A","B","B","bare_letter","False"
"মুখের টিস্যু তৈরি করে এমন একটি কোম্পানি ক্রমাগত টিস্যুর শক্তি নিরীক্ষণ করতে থাকে। যদি নমুনা ডেটা থেকে গড় শক্তি একটি নির্দিষ্ট স্তরের নীচে নেমে যায়, তবে উৎপাদন প্রক্রিয়া বন্ধ হয়ে যায় এবং যন্ত্রপাতিগুলির পরিদর্শন করা হয়। নিচের কোনটি প্রকার I ত্রুটির ফলে ঘটবে?","পর্যাপ্তভাবে ক্রেতাদের অভিযোগ পাওয়া গেলে উৎপাদন প্রক্রিয়া বন্ধ করা।","টিস্যুর শক্তি নির্দিষ্টকরণের নিচে হলে উৎপাদন প্রক্রিয়া বন্ধ করা।","টিস্যুর শক্তি নির্দিষ্টকরণের মধ্যে থাকলে উৎপাদন প্রক্রিয়া বন্ধ করা।","যখন টিস্যুর শক্তি নির্দিষ্টকরণের নিচে থাকে তখন উৎপাদন প্রক্রিয়া চালিয়ে যাওয়ার অনুমতি প্রদান করে।","C","D","D","bare_letter","False"
"একটি নির্দিষ্ট এলাকায় বসবাসকারী মানুষের পরমায়ুর ১৪ বছরের একটি আদর্শ বিচ্যুতি আছে। ৩০% মানুষ ৭৫ বছরের বেশি বেঁচে থাকলে গড় পরমায়ু কত? জীবনকালের জন্য একটি স্বাভাবিক বিতরণ অনুমান করুন।","৭৫ - ০.৩০(১৪)","৭৫ + ০.৩০(১৪)","৭৫ - ০.৪৭৫৬(১৪)","৭৫ - ০.৫২৪৪(১৪)","D","A","A","bare_letter","False"
"অন্যান্য সমস্ত জিনিস সমান হওয়া অবস্থায়, জনসংখ্যার অনুপাতে ৯০% আস্থার ব্যবধানের গণনা থেকে ৯৯% আস্থার ব্যবধানের গণনায় পরিবর্তন করা,","ব্যবধানের আকার ৯% বৃদ্ধি করে।","ব্যবধানের আকার ৯% হ্রাস করে।","ব্যবধানের আকার ৫৭% বৃদ্ধি করে।","ব্যবধানের আকার ৫৭% হ্রাস করে।","C","B","B","bare_letter","False"
"নিচের কোনটি দ্বিপদী এলোমেলো চলক?","ফেয়ার ডাই টস করার সময় ""৫"" এর আগে টসের সংখ্যা প্রদর্শিত হয়।","একটি হকি দল ১০ টি খেলায় প্রাপ্ত পয়েন্টের সংখ্যা, যেখানে জয়ের জন্য দুটি পয়েন্ট, টাই করার জন্য একটি পয়েন্ট এবং হারের জন্য কোন পয়েন্ট দেওয়া হয় না।","প্রতিস্থাপন ছাড়াই ৫২ টি কার্ডের ডেক থেকে এলোমেলোভাবে টেনে বের করা পাঁচটি কার্ডের মধ্যে হৃদয়ের সংখ্যা।","পাঁচজন চালকের এলোমেলো নমুনায় সিট বেল্ট না পরা মোটরচালকের সংখ্যা।","D","C","C","bare_letter","False"
"অন্য সব চলক যদি স্থির থাকে, তাহলে নিচের কোনটি হাইপোথিসিস পরীক্ষার শক্তি বাড়াবে? I. নমুনার আকার বৃদ্ধি করা। II. তাৎপর্য স্তর বৃদ্ধি করা। III. প্রকার II ত্রুটির সম্ভাবনা বৃদ্ধি করা।","শুধুমাত্র I","শুধুমাত্র II","শুধুমাত্র III","I ও II","D","D","D","bare_letter","True"
"নিচের কোন বিবৃতিটি সত্য? I. একটি χ2 পদ্ধতি ব্যবহার করার জন্য, একটি এক- বা দ্বি-মুখী সারণীর প্রতিটি ঘরের জন্য প্রত্যাশিত মান অবশ্যই কমপক্ষে ৫ হতে হবে। II। χ2 পদ্ধতি ব্যবহার করার জন্য, আপনার অবশ্যই কমপক্ষে ২ ডিগ্রি স্বাধীনতা থাকতে হবে। III. একটি ৪ × ২ দ্বিমুখী সারণীতে, স্বাধীনতার ডিগ্রীর সংখ্যা ৩।","শুধুমাত্র I","শুধু I ও III","কেবল I ও II","শুধুমাত্র III","B","C","C","bare_letter","False"
"ধরুন দুটি ঘটনা, E এবং F, যথাক্রমে p এবং q এর অশূন্য সম্ভাবনা রয়েছে। নিচের কোনটি অসম্ভব?","p + q > ১","p - q < ০","p /q > ১","E এবং F উভয়ই স্বাধীন এবং পারস্পরিকভাবে একচেটিয়া।","D","D","D","bare_letter","True"
"হাইওয়ে ৪৮-এ প্রতিদিন দুর্ঘটনা হওয়ার সম্ভাবনা আবহাওয়ার উপর নির্ভর করে। সেদিন আবহাওয়া শুষ্ক থাকলে, হাইওয়ে ৪৮-এ দুর্ঘটনার সম্ভাবনা ০.২%; যদি সেদিন আবহাওয়া ভেজা থাকে, তাহলে দুর্ঘটনার সম্ভাবনা ১.০%। আজ, আবহাওয়া কেন্দ্র ঘোষণা করেছে যে আবহাওয়া ভেজা হওয়ার সম্ভাবনা ২০% রয়েছে। আজ হাইওয়ে ৪৮-এ দুর্ঘটনা ঘটার সম্ভাবনা কত?","০.০০০৪০","০.০০১৬","০.০০২","০.০০৩৬","D","B","B","bare_letter","False"
"দ্বিপদ বিতরণ নিচের কোনটির জন্য উপযুক্ত মডেল?","এক ঘণ্টায় এমন মিনিটের সংখ্যা যার জন্য ডাউ-জোনসের গড় দিনের শুরুর গড় থেকে বেশি থাকে।","নিউ ইয়র্ক রাজ্যের ১০টি বৃহত্তম শহরের মধ্যে যেগুলির জন্য একটি নির্দিষ্ট দিনের বেশিরভাগ সময় আবহাওয়া মেঘলা থাকে৷","একটি পুলিশ রোডব্লকে পরপর ১০ জন চালককে থামানো হলে সিট বেল্ট পরা চালকের সংখ্যা।","উপরের কোনোটিই নয়","D","C","C","bare_letter","False"
"দুটি চলক x এবং y তে উপাত্ত সংগ্রহ করা হয়েছিল এবং উপাত্ততে ক্ষুদ্রতর বর্গীকরণ রেখা লাগানো হয়েছিল। এই উপাত্তের আনুমানিক সমীকরণ হল y = –২.২৯ + ১.৭০x। একটি বিন্দুতে x = ৫, y = ৬ আছে। এই বিন্দুর অবশিষ্টাংশ কত?","৭.৯১","৬.২১","০.২১","–০.২১","D","A","A","bare_letter","False"
"এইগুলির মধ্যে কোনটি ব্যাখ্যা করে কেন গড়ের পরিমাপের পদ্ধতির জন্য z এর পরিবর্তে t ব্যবহার করা উচিত।","কেন্দ্রীয় সীমা উপপাদ্য অনুপাতের ক্ষেত্রে প্রযোজ্য কিন্তু গড়ে নয়।","আমরা অনুপাতের জন্য z ব্যবহার করি কারণ অনুপাত প্রায় স্বাভাবিক। গড়্গুলি নয়।","আমরা অনুপাতের জন্য z ব্যবহার করি কারণ নমুনা অনুপাতের নমুনা বিতরণ প্রায় স্বাভাবিক, কিন্তু নমুনা গড়ের নমুনা বিতরণের ক্ষেত্রে এটি হয় না।","জনসংখ্যার আদর্শ বিচ্যুতি অনুমান করার জন্য নমুনা আদর্শ বিচ্যুতি ব্যবহার করার সময়, পরিসংখ্যানের নমুনা বিতরণে আরও চলক প্রবর্তিত হয়।","D","C","C","bare_letter","False"
"নিচের কোনটিতে নমুনা জরিপে পক্ষপাত কমানোর সম্ভাবনা কম?","যারা প্রথমবার সার্ভেতে সাড়া দেননি তাদের অনুসরণ করা","প্রতিক্রিয়াকে প্রভাবিত না করার জন্য নিরপেক্ষভাবে প্রশ্ন জিজ্ঞাসা করা","সাধারণ এলোমেলোকৃত নমুনাকরণের পরিবর্তে স্তরীভূত এলোমেলোকৃত নমুনাকরণের ব্যবহার করা","এলোমেলোভাবে নমুনা নির্বাচন","C","C","C","bare_letter","True"
"তাদের প্রথম পরীক্ষার জন্য, একটি AP পরিসংখ্যান ক্লাসে ছাত্ররা গড়ে ৪ ঘন্টা অধ্যয়ন করেছে এবং ১ ঘন্টার আদর্শ বিচ্যুতি করেছে। প্রায় সবাই পরীক্ষায় খারাপ ফল করেছে, এবং তাই দ্বিতীয় পরীক্ষার জন্য প্রত্যেক শিক্ষার্থী ১০ ঘন্টা অধ্যয়ন করেছে। প্রতিটি পরীক্ষার জন্য ছাত্রদের অধ্যয়নের ঘন্টার সংখ্যার মধ্যে অনুবন্ধ কত?","-১","0","0.4","1","B","B","B","bare_letter","True"
"একটি শহরের বাড়িগুলির মূল্যায়ন করা মূল্যের গড় $১২৫,০০০ এবং একটি আদর্শ বিচ্যুতি $২৩,০০০। নতুন শিক্ষকদের চুক্তির কারণে, জেলার স্কুলের আগের বছরের তুলনায় অতিরিক্ত ১০% বেশি তহবিলের প্রয়োজন। এই অতিরিক্ত অর্থ সংগ্রহের জন্য, শহরের মূল্যায়ন অফিসকে সমস্ত মূল্যায়ন করা বাড়ির মূল্য $৫,০০০ বাড়ানোর নির্দেশ দেয়। শহরের বাড়িগুলির মূল্যায়নকৃত মানগুলির নতুন আদর্শ বিচ্যুতি কী হবে?","$২৩,০০০","$২৫,৩০০","$২৮,০০০","$৩০,৩০০","A","B","B","bare_letter","False"
"একটি বড় কোম্পানির দুটি স্থানে অফিস রয়েছে, একটি নিউ জার্সিতে এবং একটি উটাহে। নিউ জার্সি অফিসে অফিস সহায়কদের গড় বেতন হল $২৮,৫০০। উটাহ অফিসে অফিস সহায়কদের গড় বেতন হল $২২,৫০০। নিউ জার্সি অফিসে ১২৮ জন অফিস সহকারী এবং উটাহ অফিসে ৩২ জন অফিস সহকারী রয়েছে। এই কোম্পানীর অফিস সহকারীদের গড় বেতন কত?","$২২,৫০০","$২৩,৭০০","$২৫,৫০০","$২৭,৩০০","D","C","C","bare_letter","False"
"নিচের কোনটি সরল এলোমেলো নমুনা সম্পর্কে একটি মিথ্যা বিবৃতি?","একটি সরল এলোমেলো নমুনাকে সঠিকভাবে বিবেচনা করার জন্য একটি নমুনা অবশ্যই যথেষ্ট বড় হতে হবে।","একটি নমুনার নিরীক্ষা এটি একটি সরল এলোমেলো নমুনা কিনা তার কোন ইঙ্গিত দেবে না।","একটি সরল এলোমেলো নমুনার বৈশিষ্ট্যগুলি জনসংখ্যার বৈশিষ্ট্যগুলির থেকে খুব আলাদা হতে পারে।","জনসংখ্যার প্রতিটি উপাদানের বাছাই হওয়ার সমান সুযোগ রয়েছে।","A","C","C","bare_letter","False"
"একটি টেলিফোন এক্সিকিউটিভ একজন সহযোগীকে ১০৪ জন গ্রাহকের সাথে যোগাযোগ করার জন্য তাদের পরিষেবা ব্যবহার করে একটি নতুন মূল্য প্যাকেজের ধারণা সম্পর্কে তাদের মতামত পেতে নির্দেশ দেন। সহযোগী গ্রাহকদের সংখ্যা নোট করে যাদের নাম A দিয়ে শুরু হয় এবং এই নামগুলির মধ্যে চারটি বাছাই করার জন্য একটি এলোমেলোকৃত সংখ্যা সারণী ব্যবহার করেন। তারপরে তিনি বর্ণমালার প্রতিটি অক্ষরের জন্য একই পদ্ধতি ব্যবহার করতে অগ্রসর হন। এবং ৪ × ২৬ = ১০৪ ফলাফলকে একটি গ্রুপে একত্রিত করেন যার সাথে যোগাযোগ করা হবে৷ নিচের কোনটি সঠিক সিদ্ধান্ত?","তার পদ্ধতি সুযোগের ব্যবহার সম্ভব করে।","তার পদ্ধতির ফলে একটি সরল এলোমেলো নমুনা প্রাপ্ত হয়।","প্রতিটি গ্রাহকের সমীক্ষায় অন্তর্ভুক্ত হওয়ার সমান সম্ভাবনা রয়েছে।","তার পদ্ধতি নমুনার ত্রুটির মাধ্যমে পক্ষপাতের পরিচয় দেয়।","A","B","B","bare_letter","False"
"একটি কোম্পানির তিনটি বিনিয়োগ স্কিমের বিকল্প আছে। বিকল্প I এ বিনিয়োগে নিশ্চিত $২৫,০০০ রিটার্ন প্রদান করে। বিকল্প II $৫০,০০০ ফেরত দেওয়ার ৫০% সুযোগ এবং $১০,০০০ ফেরত দেওয়ার ৫০% সুযোগ দেয়। বিকল্প III $১০০,০০০ ফেরত দেওয়ার ৫% সুযোগ এবং কিছুই ফেরত দেওয়ার ৯৫% সুযোগ দেয়। কোম্পানির কোন বিকল্পটি বেছে নেওয়া উচিত?","বিকল্প II যদি প্রত্যাশিত রিটার্ন সর্বাধিক করতে চাওয়া হয়","বিকল্প I যদি একটি অতিরিক্ত ঋণ পরিশোধের জন্য কমপক্ষে $২০,০০০ এর প্রয়োজন হয়","বিকল্প III যদি একটি অতিরিক্ত ঋণ পরিশোধের জন্য কমপক্ষে $৮০,০০ এর প্রয়োজন হয়","উপরের সবকটি উত্তরই সঠিক।","D","A","A","bare_letter","False"
"জনসংখ্যা সম্পর্কে একটি অনুমানের একতরফা পরীক্ষা অর্থাৎ, ১৪ আকারের একটি নমুনার উপর ভিত্তি করে, ০.০৭৫ এর একটি P-মান পাওয়া যায়। নিচের কোনটি t মানের পরিসরকে সবচেয়ে ভালোভাবে বর্ণনা করে যা এই P-মানটি প্রদান করবে?","১.৩৪৫ < t< ১.৭৬১","১.৩৫৬ < t< ১.৭৮২","১.৭৭১ < t< ২.১৬০","১.৩৫০ < t< ১.৭৭১","D","D","D","bare_letter","True"
