question,A,B,C,D,answer,subject
"একটি সংখ্যা $x$ এর উৎপাদক $107\cdot109^5$, এবং $107$ এবং $109$ মৌলিক সংখ্যা। $x^{11}$ এর মৌলিক উৎপাদক বিশ্লেষণে $109$ এর ঘাত কত?",9,55,21,11,B,high_school_mathematics
"ধরা যাক $M=4a^2 - 2b^2 +a$। ধরা যাক $M$ এর মান $j$ যখন $a=5$ এবং $b=3$, এবং ধরা যাক $M$ এর মান $k$ যখন $a=-1$ এবং $b=4$। $j+2k$ এর মান বের করুন।",29,28,27,26,A,high_school_mathematics
"বেন চারটি 20-তল বিশিষ্ট ডাইস ছুঁড়ে মারে, এবং প্রতিটি তলে 1 থেকে 20 পর্যন্ত সংখ্যা লেখা আছে। একদম দুটি ডাইসের একটি জোড় সংখ্যা দেখানোর সম্ভাবনা কত?",\frac{5}{24},\frac{5}{16},\frac{3}{8},\frac{5}{8},C,high_school_mathematics
"যদি $m$ এবং $n$ বিজোড় পূর্ণসংখ্যা হয়, তাহলে $(m+n)^6$ এর সম্প্রসারণে কতটি পদ বিজোড় হবে?",4,2,1,9,A,high_school_mathematics
"একজন গ্রাহক নিশ্চিত নন যে 48 ইঞ্চি টেলিভিশনের বিজ্ঞাপিত প্রস্থ স্ক্রিনের অনুভূমিক দৈর্ঘ্য বরাবর নাকি স্ক্রিনের কর্ণ বরাবর। যদি টেলিভিশন স্ক্রিনের দৈর্ঘ্য এবং উচ্চতার অনুপাত 5:3 হয়, তাহলে অনুভূমিক দৈর্ঘ্য বরাবর টেলিভিশন স্ক্রিনের কর্ণ বরাবর প্রস্থ থেকে কত ইঞ্চি কম হবে, নিকটতম পূর্ণসংখ্যা পর্যন্ত?",3,7,8,9,B,high_school_mathematics
"জনাব ক্লিয়ারির ক্লাস এবং জনাবা এনটুয়ালার ক্লাস কম্পিউটার ল্যাব ব্যবহার করতে যায়। সেখানে 20টি কম্পিউটার আছে, যার মধ্যে দুটি কাজ করে না। জনাব ক্লিয়ারির ক্লাসে 14 জন শিশু এবং জনাবা এনটুয়ালার ক্লাসে 12 জন শিশু আছে। যদি প্রতিটি শিক্ষার্থীকেই একটি কম্পিউটার ব্যবহার করতে হয় এবং একটি কম্পিউটারে সর্বাধিক 2 জন শিক্ষার্থী থাকতে পারে, তাহলে কত সর্বাধিক সংখ্যক শিক্ষার্থী নিজেরা একা একা একটি কম্পিউটার পেতে পারে?",2,6,10,14,C,high_school_mathematics
"যখন তিনটি সাধারণ ছক্কা ছুঁড়া হয়, $a,b,c$ সংখ্যাগুলো পাওয়া যায়। $abc = 180$ হওয়ার সম্ভাবনা নির্ণয় করুন।",\frac{1}{30},\frac{1}{72},\frac{1}{71},\frac{1}{70},B,high_school_mathematics
"একটি বাক্সে 5 টি সবুজ বল এবং $k$ টি বেগুনি বল আছে, যেখানে $k$ একটি অজানা ধনাত্মক পূর্ণসংখ্যা। একটি বল কোন নিয়ম ছাড়াই বাক্স থেকে তোলা হয়। যদি একটি সবুজ বল তোলা হয়, তাহলে খেলোয়াড় 2 ডলার জেতে, কিন্তু যদি একটি বেগুনি বল তোলা হয়, তাহলে খেলোয়াড় 2 ডলার হারায়। যদি এই খেলাটি খেলার জন্য গড়ে 50 সেন্ট জেতা যায়, তাহলে $k$ এর মান কত?",6,12,3,4,C,high_school_mathematics
"ধরা যাক $p$, $q$, এবং $r$ হল ধ্রুবক। $(x-p)(x-q) = (r-p)(r-q)$ সমীকরণের একটি সমাধান হল $x=r$। $p$, $q$, এবং $r$ এর প্রেক্ষিতে অন্যান্য সমাধানগুলো নির্ণয় করুন।",pqr,pq-r,p-q-r,p+q-r,D,high_school_mathematics
"যদি A ম্যাট্রিক্সের মাত্রা 2 × 7 হয় এবং B ম্যাট্রিক্সের মাত্রা 7 × 5 হয়, তবে AB গুণফলের ম্যাট্রিক্সের মাত্রা কত হবে?",2 × 2,2 × 5,5 × 2,7 × 7,B,high_school_mathematics
"ধরা যাক $x-3$ এবং $y+3$ $7$ এর গুণিতক। কোন সম্ভাব্য ক্ষুদ্রতম ধনাত্নক পূর্ণসংখ্যা, $n,$ এর জন্য $x^2+xy+y^2+n$ $7$ এর একটি গুণিতক হবে?",2,6,4,5,D,high_school_mathematics
"যদি সকল প্রকৃত সংখ্যা x এর জন্য g (x) = f (–x) হয়, এবং যদি (3, 2) g এর গ্রাফের একটি বিন্দু হয়, নিচের কোন বিন্দুটি অবশ্যই f এর গ্রাফে থাকবে?","(3, 2)","(3, –2)","(–3, 2)","(–3, –2)",C,high_school_mathematics
"গ্রেডি তার ছোট ভাই নোয়ার চেয়ে $60%$ বেশি গতিতে বাইক চালায়। যদি গ্রেডি দুই ঘণ্টায় নোয়ার চেয়ে $12$ মাইল বেশি পথ অতিক্রম করে, তাহলে নোয়া ঘণ্টায় কত মাইল গতিতে বাইক চালায়?",32,20,10,7.2,C,high_school_mathematics
"একটি ব্যাগে 4টি লাল এবং 6টি নীল মার্বেল আছে। একটি মার্বেল নির্বাচন করা হয় এবং সেটি প্রতিস্থাপন করা হয় না, তারপর দ্বিতীয়টি নির্বাচন করা হয়। উভয় মার্বেল একই রঙের হওয়ার সম্ভাবনা কত?",\frac{1}{8},\frac{8}{15},\frac{1}{15},\frac{7}{15},D,high_school_mathematics
"যে সংখ্যাটিকে 4 দিয়ে ভাগ করলে 1 ভাগশেষ থাকে, 3 দিয়ে ভাগ করলে 1 ভাগশেষ থাকে, এবং 5 দিয়ে ভাগ করলে 2 ভাগশেষ থাকে, সেই সর্বনিম্ন পূর্ণসংখ্যাটি কত?",67,43,57,37,D,high_school_mathematics
$|n| < |n-3| < 9$ এর সকল পূর্ণসংখ্যা সমাধানের যোগফল কত?,-9,-14,14,9,B,high_school_mathematics
(i + 1)(5 – 5i)(5 + 5i) =,50 + 50i,50 – 50i,25 + 25i,25 – 25i,A,high_school_mathematics
"জটিল সংখ্যা z = a + bi এর জন্য, জানা আছে a ও b ধনাত্নক পূর্ণসংখ্যা, এবংন z^3 + z^2 + z একটি বাস্তব সংখ্যা। b এর সম্ভাব্য ক্ষুদ্রতম মান নির্ণয় করুন।",10,1,6,11,D,high_school_mathematics
"$x$ এবং $y$ সংখ্যাদ্বয় পরস্পর ব্যস্তানুপাতিক। $x$ এবং $y$ এর যোগফল 42 হলে, $x$ $y$ এর দ্বিগুণ। $x=-8$ হলে, $y$ এর মান কত?",-49,-7,-40,40,A,high_school_mathematics
"একটি 26 ফুট লম্বা মই একটি ভবনের সাথে এমনভাবে হেলান দেওয়া যে এর পাদদেশ ভবন থেকে প্রতি সেকেন্ডে 3 ফুট দূরে সরে যাচ্ছে। যখন মইয়ের পাদদেশ ভবন থেকে 10 ফুট দূরে থাকে, তখন উপরের অংশটি প্রতি সেকেন্ডে r ফুট নিচে নেমে যায়, যেখানে r হল",46/3,4-Mar,4-May,2-May,C,high_school_mathematics
$x + 2y + 3 = 0$ সমীকরণের গ্রাফ $ax + 2y + 3 = 0$ সমীকরণের গ্রাফের উপর লম্ব। $a$ এর মান কত?,-4,-13,-9,-15,A,high_school_mathematics
"একটি নির্দিষ্ট গুণোত্তর ধারার $n$ তম পদটি $a\cdot r^{n-1}$ দ্বারা প্রকাশিত হয়, যেখানে $a$ এবং $r$ ধনাত্মক পূর্ণসংখ্যা এবং $r$ এর মান 1 এর চেয়ে বড়। বিল এই সিরিজ থেকে $k$ টি ভিন্ন সংখ্যা বেছে নিয়েছে, যেগুলোর প্রতিটির সংখ্যা সমান সংখ্যক অঙ্কের। $k$ এর সর্বোচ্চ সম্ভাব্য মান কত?",4,5,8,16,A,high_school_mathematics
"যদি ওয়েনের 32 ইঞ্চির কোমরের মাপের নীল জিন্স থাকে, এবং তার কোমরের পরিধি 15% বৃদ্ধি পায়, তাহলে ওয়েনের কত ইঞ্চির কোমরের মাপের নতুন জিন্স পরতে হবে (নিকটস্থ পূর্ণ ইঞ্চি হিসাবে)?",35 ইঞ্চি,36 ইঞ্চি,37 ইঞ্চি,38 ইঞ্চি,C,high_school_mathematics
"একটি ঘনককে পরিপূর্ণভাবে কভার করতে ডেভিডের যে পরিমাণ রঙ লাগবে তা এর পৃষ্ঠতলের ক্ষেত্রফলের সমানুপাতিক। যদি ডেভিড 2 ফুট লম্বা বাহুর একটি ঘনককে 16 কোয়ার্টস রঙ দ্বারা সম্পূর্ণ কভার করতে পারে, তাহলে ডেভিড 169 কোয়ার্টস রঙ দ্বারা কত বড় ঘনককে সম্পূর্ণ কভার করতে পারবে (ফুটে বাহুর দৈর্ঘ্যের প্রেক্ষিতে)?",\frac{13}{4},8,\frac{13}{2},13,C,high_school_mathematics
5 এবং 211 এর মধ্যে কতগুলো বিজোড় পূর্ণবর্গ সংখ্যা আছে?,2,25,6,75,C,high_school_mathematics
"$x$ এর মান নির্ণয় করুন, যেখানে \[\dfrac{\sqrt{x}}{x\sqrt{3}+\sqrt{2}} = \dfrac{1}{2x\sqrt{6}+4}\]।",\frac{3}{4},\frac{1}{4},\frac{1}{2},\frac{1}{8},D,high_school_mathematics
6 জন শিক্ষার্থীর একটি দল থেকে কতভাবে 5জন শিক্ষার্থী নির্বাচন করা যায়?,12,3,5,6,D,high_school_mathematics
এই ভাওয়েলগুলোর কোনটির প্রতিসাম্যের কোনো উল্লম্ব রেখা নেই?,A,E,I,O,B,high_school_mathematics
y = 5 + 3 * sin(pi – x) ফাংশনের রেঞ্জ কী?,–3 ≤ y ≤ 3,–2 ≤ y ≤ 8,0 ≤ y ≤ 6,2 ≤ y ≤ 8,D,high_school_mathematics
"F(t) = (t^2 + 1, 2^t) সমীকরণ দ্বারা সংজ্ঞায়িত বক্ররেখার y = 4 বিন্দুতে স্পর্শক রেখার একটি সমীকরণ লিখুন।",y – 4 = ln 2(x – 2),y – 4 = 4 ln 2(x – 2),y – 4 = 4(x – 5),y – 4 = ln 2(x – 5),D,high_school_mathematics
জনের পাঁচজন সন্তান আছে। তাদের মধ্যে অন্তত অর্ধেক সংখ্যক মেয়ে হওয়ার সম্ভাবনা কত? (আমরা অনুমান করতে পারি যে একটি ছেলের জন্ম হওয়ার সম্ভাবনা একটি মেয়ের সমান এবং তদ্বিপরীতভাবে।),\frac{1}{2},\frac{1}{4},\frac{1}{8},\frac{3}{5},A,high_school_mathematics
"যদি পরাবৃত্ত $y_1 = x^2 + 2x + 7$ এবং সরলরেখা $y_2 = 6x + b$ কেবল একটি বিন্দুতেই ছেদ করে, $b$ এ মান কত?",7,3,12,4,B,high_school_mathematics
"[0,π] ব্যবধানে f(x) = 2 sin x + sin 4x এর কতটি বিন্দু গড় মান উপপাদ্য অনুসরণ করে?",1,2,3,4,D,high_school_mathematics
"পাঁচ বছর আগে, একটি কম্পিউটার যেটি বর্তমান কম্পিউটারের তুলনায় অর্ধেক গতিতে কাজ করত তার জন্য দ্বিগুণ অর্থ খরচ হত। বর্তমান কম্পিউটারের গতি ও দামের অনুপাত পুরাতন কম্পিউটারের গতি ও দামের অনুপাতের কত শতাংশ?",20,400,32,\frac{2}{5},B,high_school_mathematics
"বেন দুটি সাধারণ ছয়-তল বিশিষ্ট দুটি ছক্কা ছুঁড়ে মারে। যেই দুটি সংখ্যা পাওয়া যায় সেগুলোর মধ্যে বৃহত্তমটির প্রত্যাশিত মান কত? আপনার উত্তরটি একটি ভগ্নাংশ আকারে প্রকাশ করুন। (যদি দুটি সংখ্যা সমান হয়, তবে আমরা সেই সংখ্যাটিকেই “বৃহত্তর” হিসেবে ধরে নি।)",\frac{161}{6},\frac{161}{36},161,\frac{161}{3},B,high_school_mathematics
"$$\lceil\sqrt{5}\rceil + \lceil\sqrt{6}\rceil + \lceil\sqrt{7}\rceil + \cdots + \lceil\sqrt{29}\rceil$$ এর মান নির্ণয় করুন। দ্রষ্টব্য: একটি বাস্তব সংখ্যা $x,$ এর জন্য $\lceil x \rceil$ দ্বারা $x.$ এর সমান বা এর চেয়ে বড় ক্ষুদ্রতম পূর্ণসংখ্যা প্রকাশ করা হয়।",112,111,2006,110,A,high_school_mathematics
$12\pi$ একক পরিধি বিশিষ্ট বৃত্তের ব্যাসার্ধের সমান দৈর্ঘ্যের বাহু বিশিষ্টের একটি বর্গক্ষেত্রের ক্ষেত্রফল কত বর্গএকক?,10,11,12,36,D,high_school_mathematics
"f(x) = 3x, g(x) = 5x + 3, এবং h(x) = 1 – x^2 হলে, f(g(h(x)))=",15x^2 + 15,–15x^2 + 18,–15x^2 + 24,–225x^2 + 90x – 8,C,high_school_mathematics
একটি গ্রাহক প্রতিবেদনে তিনটি টুথপেস্ট সম্পর্কে নিম্নলিখিত তথ্য প্রকাশ করা হয়। ব্রাইট ফ্রেশ এর তুলনায় $60 \%$ বেশি দামী এবং গ্লো এর তুলনায় এর আয়তন $25\%$ কম। গ্লো ব্রাইটের তুলনায় $25\%$ কম দামী এবং ফ্রেশের তুলনায় এর আয়তন $33\frac{1}{3} \%$ বেশি। ফ্রেশের প্রতি একক আয়তনের দাম $\$1.00$। গ্লো এর প্রতি একক আয়তনের দাম কত সেন্ট?,90,120,60,320,A,high_school_mathematics
"y-axis, y = e^x, এবং y = 2 দ্বারা আবদ্ধ ক্ষেত্রের y-অক্ষে আবর্তন সাপেক্ষে যে কঠিন বস্তু তৈরি হয়, তার আয়তন নির্ণয় করুন।",0.296,0.592,2.427,3.998,B,high_school_mathematics
কোন ক্ষুদ্রতম ধনাত্নক পূর্ণসংখ্যা $n$ এর জন্য $\frac{1}{n}$ একটি সসীম দশমিক সংখ্যা এবং $n$ সংখ্যাটিতে 9 অংকটি আছে?,32,64,4096,256,C,high_school_mathematics
"তার আগের পাঁচবার প্রচেষ্টায়, 50 মিটার সাঁতারের জন্য সারাহ 86, 94, 97, 88 এবং 96 সেকেন্ড সময় নিয়েছে। তার ষষ্ঠ প্রচেষ্টার পর, সে তার সময়ের মধ্যমা 92 সেকেন্ডে নামিয়ে এনেছে। তার ষষ্ঠ প্রচেষ্টার সময় কত সেকেন্ড ছিল?",92,90,87,10,B,high_school_mathematics
"দুটি ধনাত্নক পূর্ণসংখ্যার লসাগুকে তাদের গসাগু দ্বারা ভাগ করা হলে ভাগফল হয় 33। যদি একটি পূর্ণসংখ্যা 45 হয়, তবে অপর পূর্ণসংখ্যার সম্ভাব্য ক্ষুদ্রতম মান কত?",165,46,45,9,A,high_school_mathematics
x^3 + xy - y^2 = 10 দ্বারা সংজ্ঞায়িত বক্ররেখার একটি উল্লম্ব স্পর্শক থাকে যখন  x =,0 or –1/3,1.037,2.074,2.096,C,high_school_mathematics
"জনের কাছে বিভিন্ন রঙের 12টি মার্বেল আছে, যার মধ্যে একটি লাল, একটি সবুজ এবং একটি নীল মার্বেল রয়েছে। বাছাই করা মার্বেলগুলোর মধ্যে ঠিক একটিই লাল, সবুজ বা নীল মার্বেল থাকবে এভাবে 4টি মার্বেল বাছাই করার কতগুলি উপায় আছে?",252,276,441,84,A,high_school_mathematics
"যদি 4 daps = 7 yaps, এবং 5 yaps = 3 baps, তাহলে কত daps সমান 42 baps?",28,21,40,30,C,high_school_mathematics
$a=42$ হলে $\left(\frac{1}{a}\right)^4 \cdot 2 \cdot a^4+a^{2+1-3}$ এর মান নির্ণয় করুন।,0,1,2,3,D,high_school_mathematics
"জয়ী তার উঠানের জন্য ইট বসাচ্ছে। বিক্রেতা জয়ীকে যতটা সম্ভব বেশি ইট বিক্রি করতে চায় যাতে তার উঠান এক ইটের পুরুত্বে ঢেকে যায়, এবং কোনো অতিরিক্ত ইট না থাকে। উঠানের ক্ষেত্রটি একটি আয়তক্ষেত্র যার মাত্রা 12 ফুট বাই 10 ফুট, এবং প্রতিটি পৃথক ইটের মাপ 4 ইঞ্চি বাই 6 ইঞ্চি বাই 2 ইঞ্চি। বিক্রেতা তার বিক্রয় লক্ষ্য পূরণের জন্য সর্বাধিক কতগুলো ইট জয়ীকে বিক্রি করতে পারবে?","5,760","2,880","2,160","1,440",C,high_school_mathematics
"এগারোটি পেন্সিলের দাম তিনটি কলমের দামের সমান। যদি সাতটি কলমের দাম $\$ 9.24$ হয়, তবে একটি পেন্সিলের দাম কত সেন্ট?",11,33,36,52,C,high_school_mathematics
"একটি ল্যাবের একটি কম্পিউটারকে প্রতি পাঁচ মিনিট পরপর মিনিটের শুরুতে ডেটা ব্যাক আপ করার জন্য প্রোগ্রাম করা হয়েছে। অন্য একটি কম্পিউটারকে প্রতি দুই মিনিট পরপর মিনিটের শুরুতে ডেটা ব্যাক আপ করার জন্য প্রোগ্রাম করা হয়েছে। চব্বিশ ঘণ্টায় কয়বার দুটি কম্পিউটার একই সময়ে ডেটা ব্যাক আপ করে তা নির্ণয় করুন। (ধরে নিন যে কম্পিউটারগুলি 24-ঘণ্টা সময়কালের শুরুতে ব্যাক আপ করে না।)""",144,12,6,36,A,high_school_mathematics
হরকে মূলদে রূপান্তরিত করে ভগ্নাংশ সরলীকরণ করুন: $$\frac{4}{\sqrt{108}+2\sqrt{12}+2\sqrt{27}}.$$,\frac{4\sqrt{3}}{33},\frac{\sqrt{3}}{12},2\sqrt{27},\frac{1}{4\sqrt{3}},B,high_school_mathematics
f (x) = xe^{–x} ফাংশনটির সর্বোচ্চ মান হল,1/e,e,1,-1,A,high_school_mathematics
"চারটি প্যাকেজ চারটি বাড়ির প্রত্যেকটিতে একটি করে ডেলিভারি করা হয়। যদি এই প্যাকেজগুলি কোন নিয়ম ছাড়াই ডেলিভারি করা হয়, তবে সেগুলোর মাঝে ঠিক দুটি প্যাকেজ ঠিক বাড়িতে ডেলিভারি হওয়ার সম্ভাবনা কত? আপনার উত্তরটি একটি সাধারণ ভগ্নাংশ রূপে প্রকাশ করুন।",\frac{1}{4},\frac{27}{128},\frac{1}{2},\frac{1}{9},A,high_school_mathematics
"একজন ফিগার স্কেটার উত্তর দিকে মুখ করে দাঁড়িয়ে আছেন যখন তিনি ডানদিকে ঘুরতে শুরু করেন। তিনি 2250 ডিগ্রি ঘুরেন। যখন তিনি তার ঘূর্ণন শেষ করবেন তখন তিনি কোন দিকে (উত্তর, দক্ষিণ, পূর্ব বা পশ্চিম) মুখ করে থাকবেন?",উত্তর,পূর্ব ,দক্ষিণ,পশ্চিম,B,high_school_mathematics
$n$ এর কোন সম্ভাব্য ক্ষুদ্রতম ধনাত্নক পূর্ণসংখ্যা মানের জন্য $\sqrt{18\cdot n \cdot 34}$ একটি পূর্ণসংখ্যা হবে?,15,10,17,34,C,high_school_mathematics
$12$ কতগুলি ধনাত্মক এবং ঋণাত্মক পূর্ণসংখ্যার গুণিতক?,1,4,12,3,C,high_school_mathematics
"রোয়েনা একটি ঘর $14$ ঘণ্টায় রং করতে পারে, যেখানে রুবি $6$ ঘণ্টায় রং করতে পারে। যদি রোয়েনা $x$ ঘণ্টা রং করে এবং রুবি $y$ ঘণ্টা রং করে, তারা রং এর অর্ধেক শেষ করবে, যেখানে যদি রোয়েনা $y$ ঘণ্টা রং করে এবং রুবি $x$ ঘণ্টা রং করে তারা সম্পূর্ণ ঘর রং করবে। $(x, y)$ ক্রমজোড়ের এর মান নির্ণয় করুন।","(\frac{11}{10}, \frac{11}{10})","(\frac{231}{20}, \frac{21}{20})","(\frac{231}{40}, \frac{21}{40})","(1,1)",C,high_school_mathematics
"প্রথম চতুর্থাংশে, রোজ r = sin 3θ এর উল্লম্ব স্পর্শক কোথায় পাওয়া যাবে?",কোথাও না,θ = 0.39,θ=  0.47,θ = 0.52,C,high_school_mathematics
"যদি একটি তেজস্ক্রিয় পদার্থের অর্ধায়ু 8 বছর হয়, পদার্থের দুই তৃতীয়াংশ ক্ষয় হতে কত বছর সময় লাগবে?",4.68,7.69,12.21,12.68,D,high_school_mathematics
"একটি সরলরৈখিক গতিবিশিষ্ট বস্তুর বেগ v(t) = t cos(t) - ln (t + 2), যেখানে 0 <= t <= 10। বস্তুটি কতবার দিক পরিবর্তন করে?",একবারও না,একবার,দুইবার,তিনবার,C,high_school_mathematics
কতগুলো ধনাত্নক পূর্ণসংখ্যা 120 এবং 40 উভয়েরই উৎপাদক?,1,3,4,8,D,high_school_mathematics
"কোন ব্যবধিতে এমন সকল $u$ অন্তর্ভুক্ত থাকে যেখানে $2u$ বা $-20u$ এর কোনটিই $(-\infty,-1)$ ব্যবধিতে থাকবে না?","[-\frac{1}{2}, 0]","[-1,1]","[-\frac{1}{2}, -\frac{1}{20}]","[0,2]",C,high_school_mathematics
"y-অক্ষ এবং (2, 7) বিন্দুর মধ্যবর্তী সর্বনিম্ন দূরত্ব কত?",1,2,3,7,B,high_school_mathematics
$2^{1001}-1$ এবং $2^{1012}-1$ এর গসাগু কত?,1,2049,2048,2047,D,high_school_mathematics
"যখন জলপ্রবাহ পরিবর্তিত হয়, একটি উপসাগরে পানির স্তর সাইনুসয়েডালভাবে পরিবর্তিত হয়। আজ সকাল 8 টায় জোয়ারের সময়, পানির স্তর ছিল 15 ফুট; ভাটার সময়, 6 ঘণ্টা পরে দুপুর 2 টায় এই উচ্চতা ছিল 3 ফুট। আজ দুপুর 12 টায় পানির স্তর ঘন্টায় কত ফুট গতিতে কমছিল?",3,π\sqrt{3}/2,3\sqrt{3},π\sqrt{3},B,high_school_mathematics
"একজন মানুষ পূর্ব দিকে 3 মাইল হেঁটেছেন, তারপর উত্তর দিকে ঘুরে 10 মাইল হেঁটেছেন, তারপর পশ্চিম দিকে ঘুরে 6 মাইল হেঁটেছেন, এবং শেষমেশ দক্ষিণ দিকে ঘুরে 16 মাইল হেঁটেছেন। তার প্রারম্ভিক বিন্দু থেকে তিনি আনুমানিক কত মাইল দূরে আছেন?",3.4,6.7,9.2,12.8,B,high_school_mathematics
"টেরি একটি ফাস্ট ফুড রেস্টুরেন্ট খুলেছেন। রেস্টুরেন্ট খোলার প্রাথমিক খরচ 800,000 ডলার। তাকে প্রতিদিনের কার্যক্রমের জন্য 250 ডলার এবং শ্রমিকদের জন্য 400 ডলার খরচ করতে হয়। যদি তিনি রেস্টুরেন্টটি ""D"" দিন ধরে খোলা রাখেন, তাহলে তার মোট খরচকে কোন রাশি দ্বারা প্রকাশ করা যাবে?","800,000 + 150 D","800,000 + 650 D","800,000 − 650 D","650 + 800,000 D",B,high_school_mathematics
"ধরা যাক $f(x)$ একটি ইনভার্টিবল ফাংশন, এবং ধরা যাক $f(2)=f^{-1}(2)=4$। তাহলে $f(f(2))$ এর মান কত?",1,2,4,0,B,high_school_mathematics
"যদি $725x + 727y = 1500$ এবং $729x+ 731y = 1508$ হয়, তবে $x - y$ এর মান কত?",725,-2,2,-48,D,high_school_mathematics
"$15$ এর চেয়ে কম দুইটি ধনাত্মক জোড় সংখ্যা বিবেচনা করুন (অবশ্যই আলাদা হতে হবে এমন নয়)। যখন এই দুইটি সংখ্যার যোগফল তাদের গুণফলের সাথে যোগ করা হয়, তখন কতগুলো ভিন্ন সম্ভাব্য মান পাওয়া যেতে পারে?",21,27,49,45,B,high_school_mathematics
ধরা যাক আমরা দুটি সাধারণ ছক্কা ছুঁড়ে মারি। যে সংখ্যাগুলি পাওয়া যাবে সেগুলোর যোগফল 4 হওয়ার সম্ভাবনা কত?,\frac{1}{4},\frac{1}{12},\frac{1}{3},\frac{1}{9},B,high_school_mathematics
$c$-এর সমস্ত ধনাত্নক মান নির্ণয় করুন যেন অসমতা $x^2-6x+c<0$-এর $x$-এর জন্য বাস্তব সমাধান থাকে। আপনার উত্তরটি ব্যবধান নোটেশনে প্রকাশ করুন।,"(0, 9)","(1, 1)","(6, 0)","(6, 6)",A,high_school_mathematics
"এমন ত্রিভুজের ক্ষেত্রফল নির্ণয় করুন যার উচ্চতাসমূহের দৈর্ঘ্য হল 10, 12, এবং 15।",56\sqrt{15},240\sqrt{7},60\sqrt{7},240\sqrt{7}/7,D,high_school_mathematics
"মোর্স কোডে, প্রতিটি প্রতীককে ড্যাশ এবং ডটের একটি ধারার সাহায্যে প্রকাশ করা হয়। মোট 1, 2, 3, বা 4টি ডট এবং/অথবা ড্যাশের ধারা ব্যবহার করে কতগুলো স্বতন্ত্র প্রতীক প্রকাশ করা যেতে পারে?",3,4680,30,10,C,high_school_mathematics
দুটি সংখ্যার যোগফল 19। তাদের গুণফল 70। সংখ্যা দুটি কী কী?,"5, 14","7, 10","4, 15","3, 16",A,high_school_mathematics
"একটি নাট্যদলের আট জন সদস্য আছে, যাদের মধ্যে চার জন মহিলা। একজন মহিলা প্রধান চরিত্র, একজন পুরুষ প্রধান চরিত্র এবং তিনটি ভিন্ন ভিন্ন চরিত্র যা যে কোনো লিঙ্গের দ্বারা অভিনীত হতে পারে, এই ভূমিকা গুলিকে নিয়োগ করার কতগুলি উপায় আছে?",640,720,8,1920,D,high_school_mathematics
"একটি স্যাটেলাইটের পথ x = 4 cos(t) + cos(12t), y = 4 sin(t) + sin(12t) পরাবৃত্তির সমীকরণ দ্বারা প্রকাশিত হয়। t = 1 এ ঊর্ধ্বগামী বেগ হল",2.829,3.005,3.999,12.287,D,high_school_mathematics
"অ্যালেক্সের ব্যাংক থেকে $\$10,\!000$ ঋণের প্রয়োজন। ব্যাংকটি তাকে দুটি অপশন দিল। 1. একটি দশ-বছরের ঋণ যার বার্ষিক সুদের হার $10\%$ যেটি ত্রৈমাসিক চক্রবৃদ্ধি হারে বাড়ে, এই শর্তে যে 5  বছরের শেষে অ্যালেক্স কে অবশ্যই তার যত দেনা আছে তার অর্ধেক অর্থপ্রদান করতে হবে। বাকি অর্ধেক অর্থে সুদ যোগ হতে থাকবে, এবং দশ বছর শেষে, অ্যালেক্স বাকি দেনা শোধ করবে। 2. একটি $12\%$ সরল সুদের হারসহ দশ-বছরের ঋণ, শুধু দশবছর শেষে একসাথে একবারে অর্থপ্রদান করতে হবে। এই দুটি পদ্ধতিতে অ্যালেক্স কে মোট যত অর্থ ফেরত দিতে হবে তাদের মধ্যে ধনাত্নক পার্থক্য নির্ণয় করুন। সবচায়ে কাছাকাছি ডলারের আসন্ন মান লিখুন। ",16401,16400,382,383,C,high_school_mathematics
"যদি f একটি রৈখিক ফাংশন হয় যার ঢাল শূন্য নয়, এবং c < d, তবে নিম্নলিখিতগুলির মধ্যে কোনটি অবশ্যই মিথ্যা হতে হবে?",f (c) = f (d),f (c) ≠ f (d),f (c) > f (d),f (c) < f (d),A,high_school_mathematics
যদি F(3) = 8 এবং F′(3) = -4 হয় তাহলে F(3.02) এর মান আনুমানিক,-8.08,7.92,7.98,8.02,B,high_school_mathematics
"বব প্রতিটি সকালে একটি সাধারণ ছক্কা ছুঁড়ে। যদি বব একটি যৌগিক সংখ্যা পায়, তবে সে মিষ্টিযুক্ত সিরিয়াল খায়। যদি সে একটি মৌলিক সংখ্যা পায়, তবে সে মিষ্টিহীন সিরিয়াল খায়। যদি সে 1 পায়, তবে সে আবার ছুঁড়ে। একটি লিপ ইয়ার নয় এমন বছরে, ববের ছক্কা ছুঁড়ে মারার প্রত্যাশিত সংখ্যা কত?",\frac{5}{8},\frac{1825}{4},\frac{5}{4},438,D,high_school_mathematics
"যখন $-2x^2-20x-53$ রাশিটি $a(x+d)^2+e$ আকারে লেখা হয়, যেখানে $a$, $d$, এবং $e$ ধ্রুবক, তখন $a+d+e$ যোগফলটির মান কত?",-80,0,6,53,B,high_school_mathematics
