question,A,B,C,D,answer,subject
"Tatua hisabati hii$$\lceil\sqrt{5}\rceil + \lceil\sqrt{6}\rceil + \lceil\sqrt{7}\rceil + \cdots + \lceil\sqrt{29}\rceil$$Kumbuka: Kwa nambari halisi $x,$ $\lceil x \rceil$ inaashiria nambari ndogo kabisa ambayo ni kubwa au sawa na $x.$",112,111,2006,110,A,high_school_mathematics
Nini kipimo cha eneo la mraba ambayo pande zake zina urefu sawa kama nusu kipenyo cha duara ambayo mzunguko wake ni vitengo $12\pi$ katika vitengo vya mraba?,10,11,12,36,D,high_school_mathematics
"Ikiwa f(x) = 3x, g(x) = 5x + 3, na  h(x) = 1 – x^2, basi f(g(h(x)))=",15x^2 + 15,–15x^2 + 18,–15x^2 + 24,–225x^2 + 90x – 8,C,high_school_mathematics
Ripoti ya watumiaji ilifichua habari ifuatayo kuhusu mirija mitatu ya dawa ya meno. Bright ni $60 \%$ ghali zaidi kuliko Fresh na ina ujazo wa $25\%$ chache kuliko Glow. Glow ni $25\%$ bei nafuu kuliko Bright na ina ujazo wa $33\frac{1}{3} \%$ kuliko Fresh. Fresh inagharimu $\$1.00$ kwa kila kitengo cha ujazo. Ni idadi ngapi za senti kwa kila kitengo cha ujazo wa Glow?,90,120,60,320,A,high_school_mathematics
"Tafuta ujazo wa kitu kigumu kinachozalishwa wakati eneo linapakana na mhimili y, y = e^x, na y = 2 linazungushwa karibu na mhimili y.",0.296,0.592,2.427,3.998,B,high_school_mathematics
Ni nambari gani ndogo kabisa chanya $n$ hivi kwamba $\frac{1}{n}$ ni desimali ya kusitishwa na $n$ ina tarakimu 9?,32,64,4096,256,C,high_school_mathematics
"Katika majaribio yake matano ya awali Sarah alikuwa ametimiza nyakati, kwa sekunde, ya 86, 94, 97, 88 na 96, kwa kuogelea mita 50. Baada ya jaribio lake la sita alipunguza muda wake wa wastani hadi sekunde 92. Je, muda wake ulikuwa upi, kwa sekunde, kwa jaribio lake la sita?",92,90,87,10,B,high_school_mathematics
"Kizidishio cha chini kabisa cha nambari mbili chanya kinapogawanywa na kigawanyaji chao kikubwa zaidi cha kawaida, matokeo ni 33. Ikiwa nambari moja ni 45, ni thamani gani ndogo zaidi ya nambari hiyo nyingine?",165,46,45,9,A,high_school_mathematics
Kizingo kinachofafanuliwa na x^3 + xy - y^2 = 10 kina mstari wa tanjiti wima wakati x =,0 au –1/3,1.037,2.074,2.096,C,high_school_mathematics
"John ana gololi 12 za rangi tofauti, ikiwemo moja nyekundu, moja ya kijani, na moja ya samawati. Ni kwa njia ngapi anaweza kuchagua gololi 4, ikiwa gololi moja kamilifu iliyochaguliwa ni nyekundu, kijani kibichi au samawati?",252,276,441,84,A,high_school_mathematics
"Ikiwa dapu 4 = mibweko 7, na mibweko 5 = mibepu 3, ni dapu ngapi sawa na mibepu 42?",28,21,40,30,C,high_school_mathematics
Kokotoa $\left(\frac{1}{a}\right)^4 \cdot 2 \cdot a^4+a^{2+1-3}$ wakati $a=42$.,0,1,2,3,D,high_school_mathematics
"Zoey anaweka matofali kwa ajili ya ukumbi wake. Muuzaji anataka kumuuzia Zoey matofali mengi iwezekanavyo ili kufunika ukumbi wake na unene wa tofali moja, huku akiwa hana matofali yoyote ya ziada. Eneo la ukumbi ni mstatili wenye vipimo vya futi 12 kwa futi 10, na kila tofali binafsi ni inchi 4 kwa inchi 6 kwa inchi 2. Je, ni idadi gani kubwa zaidi ya matofali ambayo muuzaji anaweza kuuza ili kufikia vigezo vyake vya mauzo?","5,760","2,880","2,160","1,440",C,high_school_mathematics
"Penseli kumi na moja zina gharamu ya kalamu tatu. Ikiwa kalamu saba zinagharimu $\$ 9.24$, je, gharama ya penseli moja ni ipi kwa senti?",11,33,36,52,C,high_school_mathematics
Kompyuta moja kwenye maabara imeprogramiwa kuhifadhi data kila baada ya dakika tano. Kompyuta nyingine imeprogramiwa kuhifadhi data kila baada ya dakika mbili. Tambua ni mara ngapi ndani ya saa ishirini na nne ambazo kompyuta hizi mbili zitahifadhi data kwa wakati mmoja. (Chukulia kwamba kompyuta hazihifadhi data mwanzoni mwa kipindi cha saa 24.),144,12,6,36,A,high_school_mathematics
Rahisisha akisami kwa kusawazisha kipunguzo: $$\frac{4}{\sqrt{108}+2\sqrt{12}+2\sqrt{27}}.$$,\frac{4\sqrt{3}}{33},\frac{\sqrt{3}}{12},2\sqrt{27},\frac{1}{4\sqrt{3}},B,high_school_mathematics
Thamani ya juu kabisa ya f (x) = xe^{–x} ni,1/e,e,1,-1,A,high_school_mathematics
"Vifurushi vinne vinawasilishwa kwa nyumba nne, kimoja kwa kila nyumba. Ikiwa vifurushi hivi vinawasilishwa kinasibu, kuna uwezekano gani kwamba viwili kati yavyo vinawasilishwa kwa nyumba sahihi? Eleza jibu lako kama akisami ya kawaida.",\frac{1}{4},\frac{27}{128},\frac{1}{2},\frac{1}{9},A,high_school_mathematics
"Mtelezaji wa mchoro anatazama kaskazini anapoanza kuzunguka kulia kwake. Yeye anazunguka digrii 2250. Je, anatazama upande gani (kaskazini, kusini, mashariki au magharibi) anapomaliza mzunguko wake?",kaskazini,mashariki,kusini,magharibi,B,high_school_mathematics
Ni nambari gani ndogo kabisa kamili chanya $n$ hivi kwamba $\sqrt{18\cdot n \cdot 34}$ ni nambari kamili?,15,10,17,34,C,high_school_mathematics
Ni nambari ngapi kamili na zenye alama ya kutoa ambazo $12$ inazidishwa kwazo?,1,4,12,3,C,high_school_mathematics
"Rowena anaweza kupaka chumba kwa saa $14$, huku Ruby akipaka rangi kwa saa $6$. Iwapo Rowena atapaka rangi kwa saa $x$ na Ruby atapaka kwa saa $y$, watamaliza nusu ya upakaji, na ikiwa Rowena atapaka kwa saa $y$ na Ruby atapaka kwa saa $x$ watapaka chumba kizima. Tambua jozi iliyoagizwa $(x,y)$.","(\frac{11}{10}, \frac{11}{10})","(\frac{231}{20}, \frac{21}{20})","(\frac{231}{40}, \frac{21}{40})","(1,1)",C,high_school_mathematics
"Ni wapi, katika roboduara ya kwanza, ambapo waridi r = sin 3θ ina tanjiti wima?",hakuna,θ = 0.39,θ=  0.47,θ = 0.52,C,high_school_mathematics
"Ikiwa nusu ya maisha ya dutu yenye mionzi ni miaka 8, itachukua miaka mingapi kwa theluthi mbili ya dutu kuoza?",4.68,7.69,12.21,12.68,D,high_school_mathematics
"Kitu kinachosogea kwenye mstari kina velositi v(t) = t cos(t) - ln (t + 2), ambapo 0 <= t <= 10. Kitu hicho kinageuza mwelekeo mara ngapi?",hakuna,moja,mbili,tatu,C,high_school_mathematics
"Je, ni nambari ngapi kamili chanya ambazo ni mazao mtiririko ya 120 na pia mazao mtiririko ya 40?",1,3,4,8,D,high_school_mathematics
"Je, ni muda gani unaojumuisha $u$ zote hivi kwamba sio $2u$ wala $-20u$ iliyo katika kipindi cha $(-\infty,-1)$ ?","[-\frac{1}{2}, 0]","[-1,1]","[-\frac{1}{2}, -\frac{1}{20}]","[0,2]",C,high_school_mathematics
"Ni umbali gani mfupi zaidi kati ya mhimili y na pointi (2, 7)?",1,2,3,7,B,high_school_mathematics
"Je, kigawanyo kikubwa zaidi cha kawaida cha $2^{1001}-1$ na $2^{1012}-1$ ni kipi?",1,2049,2048,2047,D,high_school_mathematics
"Mawimbi  yanapobadilika, kiwango cha maji katika ghuba hutofautiana kwa njia ya sinusoidi. Katika wimbi kubwa leo saa 8 A.M., kiwango cha maji kilikuwa futi 15; kwa wimbi la chini, saa 6 baadaye saa 2 P.M., ilikuwa futi 3. Je, kiwango cha maji kilikuwa kinashuka kwa kasi gani, kwa futi ya kila saa, saa 12 mchana?",3,π\sqrt{3}/2,3\sqrt{3},π\sqrt{3},B,high_school_mathematics
"Mtu alitembea maili 3 kuelekea mashariki, kisha akageuka kaskazini na kutembea maili 10, kisha akageuka magharibi na kutembea maili 6, na hatimaye akageuka kusini na kutembea maili 16. Mtu huyo yuko takriban umbali gani kutoka alipoanzia kwa maili?",3.4,6.7,9.2,12.8,B,high_school_mathematics
"Terri alifungua mkahawa wa vyakula vya haraka. Gharama ya awali ya kufungua mkahawa ni $800,000. Yeye anapaswa kulipa gharama za uendeshaji za kila siku za $250 na gharama za kazi $400. Je, ni gani kati ya zifuatazo inawakilisha gharama yake yote ikiwa amefungua mkahawa kwa siku ""D""?","800,000 + 150 D","800,000 + 650 D","800,000 − 650 D","650 + 800,000 D",B,high_school_mathematics
"Chukulia kwamba $f(x)$ ni nambari pinduzi, na kwamba $f(2)=f^{-1}(2)=4$. Thamani ya $f(f(2))$ ni ipi?",1,2,4,0,B,high_school_mathematics
"Ikiwa $725x + 727y = 1500$ na $729x+ 731y = 1508$, thamani ya $x - y$ ni ipi?",725,-2,2,-48,D,high_school_mathematics
"Zingatia nambari mbili shufwa na chanya zilizo ndogo kuliko $15$ (sio lazima ziwe tofauti). Jumla ya nambari hizi mbili inapoongezwa kwa uzidishaji wao, je, ni thamani ngapi tofauti zinakadiriwa kutokea?",21,27,49,45,B,high_school_mathematics
Chukulia kwamba tunabingirisha dadu mbili za pande 6. Kuna uwezekano gani kwamba nambari hizo mbili zilizobingirisha zina jumlisho la 4?,\frac{1}{4},\frac{1}{12},\frac{1}{3},\frac{1}{9},B,high_school_mathematics
Tambua thamani zote chanya za $c$ ili ukosefu wa usawa wa $x^2-6x+c<0$ uwe na masuluhisho halisi ya $x$. Eleza jibu lako katika nukuu ya muda.,"(0, 9)","(1, 1)","(6, 0)","(6, 6)",A,high_school_mathematics
"Kokotoa kipimo cha eneo la pembetatu ambayo miinuko yake ina urefu wa 10, 12, na 15.",56\sqrt{15},240\sqrt{7},60\sqrt{7},240\sqrt{7}/7,D,high_school_mathematics
"Katika msimbo wa Morse, kila ishara inawakilishwa na utaratibu wa dashi na nukta. Je, ni alama ngapi tofauti zinazoweza kuwakilishwa kwa kutumia mfuatano wa jumla ya nukta na/au dashi 1, 2, 3, au 4?",3,4680,30,10,C,high_school_mathematics
"Nambari mbili zikijumlishwa ni 19. Matokeo ya uzidisho wao ni 70. Je, nambari hizi mbili ni zipi?","5, 14","7, 10","4, 15","3, 16",A,high_school_mathematics
"Kikundi cha maigizo kina wanachama wanane, ambapo wanne ni wanawake. Je, kuna njia ngapi za kugawa wajibu wa igizo zinazohusisha mwelekezi mmoja wa kike, mwelekezi mmoja wa kiume, na vyombo vitatu tofauti vinavyoweza kuchezwa na jinsia yoyote?",640,720,8,1920,D,high_school_mathematics
"Njia ya setilaiti inatolewa na milinganyo ya parametriki x = 4 cos(t) + cos(12t), y = 4 sin(t) + sin(12t). Velositi ya kwenda upande wa juu katika t = 1 ni sawa na",2.829,3.005,3.999,12.287,D,high_school_mathematics
"Alex anahitaji kukopa $\$10,\!000$ kutoka benki. Benki inampa taratibu mbili. 1. Mkopo wa miaka kumi na riba ya kila mwaka ya $10\%$ iliyochangwa kila robo mwaka, kwa sharti kwamba mwisho wa miaka 5, lazima Alex alipe nusu ya anachodaiwa. Nusu nyingine inaendelea kupata riba, na mwisho wa miaka kumi, Alex atalipa salio iliyobaki. 2. Mkopo wa miaka kumi na riba rahisi ya kila mwaka ya $12\%$, na malipo ya mara moja mwishoni mwa miaka kumi. Tambua tofauti chanya kati ya jumla ya kiasi ambacho Alex anapaswa kulipa kwa taratibu hizo mbili. Geuza jibu lako kwa dola iliyo karibu.",16401,16400,382,383,C,high_school_mathematics
"Ikiwa f ni kitendakazi cha mstari chenye mteremko usio sufuri, na c <d, ni ipi kati ya zifuatazo SIO KWELI?",f (c) = f (d),f (c) ≠ f (d),f (c) > f (d),f (c) < f (d),A,high_school_mathematics
Ikiwa F(3) = 8 na F′(3) = -4 basi F(3.02) ni takriban,-8.08,7.92,7.98,8.02,B,high_school_mathematics
"Bob anabingirisha dadu ya pande sita kila asubuhi. Ikiwa Bob atabingirisha nambari kivunge, anakula nafaka iliyotiwa utamu. Ikiwa atabingirisha nambari kuu, anakula nafaka isiyotiwa sukari. Ikiwa atabingirisha 1, basi anarudia kubingirisha. Kwa mwaka usio mrefu, ni idadi gani inayotarajiwa ya mara ambazo Bob atabingirisha dadu yake?",\frac{5}{8},\frac{1825}{4},\frac{5}{4},438,D,high_school_mathematics
"Wakati uonyesho $-2x^2-20x-53$ umeandikwa kwa njia ya $a(x+d)^2+e$, ambapo $a$, $d$, na $e$ ni thabiti, ni nini jumla ya $a+d+e$?",-80,0,6,53,B,high_school_mathematics
